"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,2022,2023,2024
13301,"Warren, GA",212508,219177,226738
13303,"Washington, GA",832648,895723,937994
13305,"Wayne, GA",1179129,1248049,1331978
13307,"Webster, GA",92498,102800,102602
13309,"Wheeler, GA",170576,177318,184817
13311,"White, GA",1405302,1480502,1590115
13313,"Whitfield, GA",4765789,4963389,5222648
13315,"Wilcox, GA",295455,293857,325276
13317,"Wilkes, GA",500922,498172,564264
13319,"Wilkinson, GA",366953,386813,409117
13321,"Worth, GA",851189,871193,907862
15001,"Hawaii, HI",10543526,11385794,12103588
15003,"Honolulu, HI",66009589,70296998,74587736
15007,"Kauai, HI",4358647,4688559,4959851
15901,"Maui + Kalawao, HI*",10096090,10590017,11052598
16001,"Ada, ID",36031601,38125551,41214019
16003,"Adams, ID",211708,231620,247280
16005,"Bannock, ID",4304347,4586732,4888197
16007,"Bear Lake, ID",323470,340974,357173
16009,"Benewah, ID",452815,476444,494934
16011,"Bingham, ID",2405962,2555454,2591681
16013,"Blaine, ID",4405506,4865262,5118177
16015,"Boise, ID",438997,477415,515654
16017,"Bonner, ID",2745963,2945016,3113525
16019,"Bonneville, ID",7443374,7294918,7809455
16021,"Boundary, ID",609215,646585,691033
16023,"Butte, ID",144439,154023,156066
16025,"Camas, ID",75231,79347,81621
16027,"Canyon, ID",11617547,12235787,13389824
16029,"Caribou, ID",356134,387286,393716
16031,"Cassia, ID",1381880,1433151,1543847
16033,"Clark, ID",40804,42131,41938
16035,"Clearwater, ID",385737,416191,431182
16037,"Custer, ID",227606,245164,263700
16039,"Elmore, ID",1316759,1381365,1473305
16041,"Franklin, ID",688773,718265,745298
16043,"Fremont (includes Yellowstone Park), ID",641533,666821,684831
16045,"Gem, ID",943163,1008006,1092235
16047,"Gooding, ID",1153672,1038038,1148807
16049,"Idaho, ID",773638,829127,868313
16051,"Jefferson, ID",1587568,1679228,1751702
16053,"Jerome, ID",1194290,1197618,1281569
16055,"Kootenai, ID",10986781,11818091,12582813
16057,"Latah, ID",2135217,2281435,2361564
16059,"Lemhi, ID",443212,474047,503434
16061,"Lewis, ID",220653,209828,214057
16063,"Lincoln, ID",277409,260678,280022
16065,"Madison, ID",1539715,1557757,1637866
16067,"Minidoka, ID",1108564,1175811,1189185
16069,"Nez Perce, ID",2282820,2427654,2561206
16071,"Oneida, ID",225114,244705,251199
16073,"Owyhee, ID",621098,622543,671969
16075,"Payette, ID",1304128,1364250,1463663
16077,"Power, ID",411957,444393,395952
16079,"Shoshone, ID",622958,635919,662905
16081,"Teton, ID",815751,878571,936845
16083,"Twin Falls, ID",4717366,4864802,5188980
16085,"Valley, ID",787460,860472,918418
16087,"Washington, ID",489128,513959,537510
17001,"Adams, IL",3675510,3878771,3998921
17003,"Alexander, IL",239673,253185,249649
17005,"Bond, IL",753131,789697,803935
17007,"Boone, IL",2937307,3060154,3183210
17009,"Brown, IL",296615,306603,314918
17011,"Bureau, IL",1699021,1755255,1776039
17013,"Calhoun, IL",248174,254433,255685
17015,"Carroll, IL",806482,824353,836614
17017,"Cass, IL",642232,656445,661009
17019,"Champaign, IL",11454893,12175509,12711252
17021,"Christian, IL",1680074,1747650,1793597
17023,"Clark, IL",798505,819988,837385
17025,"Clay, IL",655273,694792,704412
17027,"Clinton, IL",2218904,2290717,2401175
17029,"Coles, IL",2445905,2578335,2685741
17031,"Cook, IL",374455683,396068334,414425134
17033,"Crawford, IL",1053535,1092712,1122366
17035,"Cumberland, IL",970076,1032702,1080892
17037,"DeKalb, IL",5111225,5344821,5574043
17039,"De Witt, IL",909351,932804,945591
17041,"Douglas, IL",1346436,1357765,1388304
17043,"DuPage, IL",83014887,88230670,92290268
17045,"Edgar, IL",938958,948052,960239
17047,"Edwards, IL",309177,314725,318508
17049,"Effingham, IL",2198030,2361119,2497565
17051,"Fayette, IL",967113,1002475,1039966
17053,"Ford, IL",917090,921164,933802
17055,"Franklin, IL",1706283,1807969,1902807
17057,"Fulton, IL",1599289,1662947,1705002
17059,"Gallatin, IL",267549,273986,268233
17061,"Greene, IL",625756,621132,625168
17063,"Grundy, IL",3147830,3335014,3435980
17065,"Hamilton, IL",424948,437692,441473
17067,"Hancock, IL",987196,1028430,1032636
17069,"Hardin, IL",185301,193922,198492
17071,"Henderson, IL",358617,347452,333505
17073,"Henry, IL",2749455,2837139,2892912
17075,"Iroquois, IL",1509538,1527688,1551616
17077,"Jackson, IL",2467742,2619689,2710873
17079,"Jasper, IL",517898,519172,542412
17081,"Jefferson, IL",1743839,1834144,1909803
17083,"Jersey, IL",1129803,1168733,1196355
17085,"Jo Daviess, IL",1253938,1328984,1370509
17087,"Johnson, IL",525952,562587,586908
17089,"Kane, IL",33067516,34805871,36432011
17091,"Kankakee, IL",5404605,5663092,5862274
17093,"Kendall, IL",7994034,8509683,9026674
17095,"Knox, IL",2321272,2448042,2532967
17097,"Lake, IL",66484398,71164581,74408893
17099,"LaSalle, IL",5809186,6089744,6233511
17101,"Lawrence, IL",621600,630783,645419
17103,"Lee, IL",1762660,1825265,1861252
17105,"Livingston, IL",2072292,2084952,2101406
17107,"Logan, IL",1341837,1371650,1391632
17109,"McDonough, IL",1316863,1363853,1369965
17111,"McHenry, IL",20495267,21693167,22800382
17113,"McLean, IL",10375369,10891404,11372166
17115,"Macon, IL",5809047,6044006,6182761
17117,"Macoupin, IL",2286406,2412308,2468979
17119,"Madison, IL",14920985,15841058,16486997
17121,"Marion, IL",1877728,1991153,2042865
17123,"Marshall, IL",659122,679067,671020
17125,"Mason, IL",714516,728428,722255
17127,"Massac, IL",637271,682411,701610
17129,"Menard, IL",693846,718256,739178
17131,"Mercer, IL",926972,921274,935322
17133,"Monroe, IL",2445502,2612321,2720836
17135,"Montgomery, IL",1214876,1276240,1559071
17137,"Morgan, IL",1642240,1717487,1755038
17139,"Moultrie, IL",1186450,1114525,1113349
17141,"Ogle, IL",2827625,2938523,3028539
17143,"Peoria, IL",10437763,11060022,11623033
17145,"Perry, IL",941785,989749,1011264
17147,"Piatt, IL",1134414,1178647,1179924
17149,"Pike, IL",795990,817618,845027
17151,"Pope, IL",142215,152495,161572
17153,"Pulaski, IL",225250,237205,237719
17155,"Putnam, IL",371937,398166,412059
17157,"Randolph, IL",1403257,1478192,1525139
17159,"Richland, IL",813793,830441,882189
17161,"Rock Island, IL",7043880,7409234,7717107
17163,"St. Clair, IL",14128577,14936709,15498981
17165,"Saline, IL",1120830,1209307,1271877
17167,"Sangamon, IL",11149008,11739211,12356688
17169,"Schuyler, IL",358396,369489,377326
17171,"Scott, IL",268491,265877,263571
17173,"Shelby, IL",1095023,1131784,1160967
17175,"Stark, IL",330640,328154,313653
17177,"Stephenson, IL",2296605,2392091,2482280
17179,"Tazewell, IL",7404428,7762000,8133566
17181,"Union, IL",818284,868014,907583
17183,"Vermilion, IL",3570444,3692065,3755755
17185,"Wabash, IL",582790,610067,627411
17187,"Warren, IL",919789,921197,899083
17189,"Washington, IL",825863,849663,858789
17191,"Wayne, IL",801998,817592,843488
17193,"White, IL",824080,851903,876729
17195,"Whiteside, IL",2875577,3027823,3144747
17197,"Will, IL",45000427,47567545,49923862
17199,"Williamson, IL",3520099,3746218,3915201
17201,"Winnebago, IL",14357377,15016820,15661766
17203,"Woodford, IL",2431703,2551395,2653162
18001,"Adams, IN",1800262,1864385,1947726
18003,"Allen, IN",22823836,23850956,25042515
18005,"Bartholomew, IN",5223049,5643996,5954094
18007,"Benton, IN",475995,498119,479824
18009,"Blackford, IN",539448,562054,560336
18011,"Boone, IN",6849691,7427564,7994242
18013,"Brown, IN",917756,980918,1039272
18015,"Carroll, IN",1048790,1106920,1143390
18017,"Cass, IN",1777616,1859186,1923042
18019,"Clark, IN",6671718,7081525,7451310
18021,"Clay, IN",1197490,1240214,1291633
18023,"Clinton, IN",1535392,1626668,1665542
18025,"Crawford, IN",439424,464352,487491
18027,"Daviess, IN",1954442,2035132,2148009
18029,"Dearborn, IN",2959999,3125262,3266899
18031,"Decatur, IN",1409843,1469449,1534023
18033,"DeKalb, IN",2418579,2550465,2645413
18035,"Delaware, IN",5132569,5363577,5643632
18037,"Dubois, IN",2847884,3024352,3176462
18039,"Elkhart, IN",12090518,12012117,12518302
18041,"Fayette, IN",1114146,1171091,1212245
18043,"Floyd, IN",5120320,5452744,5719888
18045,"Fountain, IN",851833,887456,905357
18047,"Franklin, IN",1278675,1339472,1404976
18049,"Fulton, IN",1014898,1070826,1086515
18051,"Gibson, IN",1872861,1930191,2003005
18053,"Grant, IN",3143828,3256012,3414176
18055,"Greene, IN",1584437,1659634,1724461
18057,"Hamilton, IN",34328011,36993046,39596733
18059,"Hancock, IN",5233613,5640221,6069731
18061,"Harrison, IN",2190295,2321713,2404616
18063,"Hendricks, IN",10849022,11534835,12399003
18065,"Henry, IN",2292389,2379375,2484951
18067,"Howard, IN",3984177,4201018,4471877
18069,"Huntington, IN",1873181,1948741,2036294
18071,"Jackson, IN",2307158,2411321,2573590
18073,"Jasper, IN",1935381,1968450,2010182
18075,"Jay, IN",1110230,1084696,1135074
18077,"Jefferson, IN",1733270,1816477,1889359
18079,"Jennings, IN",1378959,1437205,1506079
18081,"Johnson, IN",9806034,10333074,11028040
18083,"Knox, IN",1965662,2070524,2124398
18085,"Kosciusko, IN",4679123,4785527,4908480
18087,"Lagrange, IN",2222313,2209600,2298693
18089,"Lake, IN",26726574,28168196,29384284
18091,"LaPorte, IN",5670465,5979599,6212144
18093,"Lawrence, IN",2361191,2458806,2581786
18095,"Madison, IN",6143970,6446011,6860843
18097,"Marion, IN",66287006,69970199,73623648
18099,"Marshall, IN",2467377,2492067,2574290
18101,"Martin, IN",520631,530753,564361
18103,"Miami, IN",1450211,1515421,1600463
18105,"Monroe, IN",7632465,8097595,8498633
18107,"Montgomery, IN",1922803,2004883,2068190
18109,"Morgan, IN",3934006,4153856,4406742
18111,"Newton, IN",730699,743223,760563
18113,"Noble, IN",2404739,2497827,2594085
18115,"Ohio, IN",316964,306857,325377
18117,"Orange, IN",898049,942784,992120
18119,"Owen, IN",1074000,1129054,1177856
18121,"Parke, IN",814935,865988,892282
18123,"Perry, IN",862025,915747,949746
18125,"Pike, IN",591551,612850,638712
18127,"Porter, IN",11084754,11698443,12184416
18129,"Posey, IN",1484576,1542925,1598584
18131,"Pulaski, IN",696019,742147,754345
18133,"Putnam, IN",1745601,1834865,1930577
18135,"Randolph, IN",1288502,1354499,1402939
18137,"Ripley, IN",1480518,1550387,1618742
18139,"Rush, IN",925452,981943,1009048
18141,"St. Joseph, IN",15337840,15562723,16159152
18143,"Scott, IN",1103756,1158534,1214613
18145,"Shelby, IN",2410722,2522924,2652891
18147,"Spencer, IN",1080572,1133027,1184220
18149,"Starke, IN",983013,1030172,1074215
18151,"Steuben, IN",1903075,1992393,2059785
18153,"Sullivan, IN",908366,935858,965654
18155,"Switzerland, IN",424340,437335,449843
18157,"Tippecanoe, IN",8953802,9611592,10037245
18159,"Tipton, IN",772055,803869,843168
18161,"Union, IN",344855,361072,363771
18163,"Vanderburgh, IN",10219064,10805132,11364014
18165,"Vermillion, IN",719453,741209,766421
18167,"Vigo, IN",4935797,5188898,5467458
18169,"Wabash, IN",1647927,1759015,1825234
18171,"Warren, IN",460498,484602,480557
18173,"Warrick, IN",4428916,4676972,4928188
18175,"Washington, IN",1413937,1463622,1531329
18177,"Wayne, IN",3308628,3475641,3627829
18179,"Wells, IN",1467023,1538229,1591115
18181,"White, IN",1327000,1412054,1452126
18183,"Whitley, IN",1923744,2023047,2124319
19001,"Adair, IA",507908,517616,572064
19003,"Adams, IA",240107,229983,230031
19005,"Allamakee, IA",787327,787185,832677
19007,"Appanoose, IA",573035,581725,613131
19009,"Audubon, IA",400014,369961,377835
19011,"Benton, IA",1789248,1682186,1705660
19013,"Black Hawk, IA",6919379,7281517,7542170
19015,"Boone, IA",1459675,1519087,1565363
19017,"Bremer, IA",1511249,1558849,1588725
19019,"Buchanan, IA",1280035,1282403,1304704
19021,"Buena Vista, IA",1130485,1122691,1188328
19023,"Butler, IA",877617,871336,867926
19025,"Calhoun, IA",642145,608917,611976
19027,"Carroll, IA",1395310,1367890,1424207
19029,"Cass, IA",795868,818350,850078
19031,"Cedar, IA",1246936,1218225,1261806
19033,"Cerro Gordo, IA",3200291,3287851,3403373
19035,"Cherokee, IA",1084482,987341,1013132
19037,"Chickasaw, IA",1202728,1111947,1132558
19039,"Clarke, IA",475482,476117,506521
19041,"Clay, IA",1032646,1076719,1142022
19043,"Clayton, IA",1125150,1099934,1153932
19045,"Clinton, IA",2424816,2470130,2557836
19047,"Crawford, IA",918268,905892,920666
19049,"Dallas, IA",8563282,9224383,9818467
19051,"Davis, IA",513177,505208,525860
19053,"Decatur, IA",349549,342691,353201
19055,"Delaware, IA",1103570,1074252,1109073
19057,"Des Moines, IA",2194955,2371726,2470946
19059,"Dickinson, IA",1382246,1444515,1529793
19061,"Dubuque, IA",6009021,6297617,6588859
19063,"Emmet, IA",503591,485057,517576
19065,"Fayette, IA",1034879,1042438,1097284
19067,"Floyd, IA",942797,946083,973305
19069,"Franklin, IA",671957,641018,657281
19071,"Fremont, IA",392112,393809,405596
19073,"Greene, IA",541534,521737,531808
19075,"Grundy, IA",815554,808454,803526
19077,"Guthrie, IA",740111,742992,784919
19079,"Hamilton, IA",994105,928179,968173
19081,"Hancock, IA",734813,685837,723613
19083,"Hardin, IA",1281896,1087181,1105014
19085,"Harrison, IA",878106,889108,898320
19087,"Henry, IA",1032578,1025632,1037723
19089,"Howard, IA",624828,608418,625343
19091,"Humboldt, IA",580420,569199,578832
19093,"Ida, IA",513664,474422,471697
19095,"Iowa, IA",1015248,1013124,1042142
19097,"Jackson, IA",1085981,1107037,1159621
19099,"Jasper, IA",1945781,1988265,2052410
19101,"Jefferson, IA",889917,897200,929767
19103,"Johnson, IA",9542730,10079453,10569810
19105,"Jones, IA",1147006,1163205,1193879
19107,"Keokuk, IA",567442,563112,575522
19109,"Kossuth, IA",1005180,959717,989456
19111,"Lee, IA",1659187,1696584,1789925
19113,"Linn, IA",13939698,14659008,15417877
19115,"Louisa, IA",582716,567430,587951
19117,"Lucas, IA",427504,433483,470027
19119,"Lyon, IA",908661,853008,930861
19121,"Madison, IA",1016848,1045556,1099178
19123,"Mahaska, IA",1173083,1215206,1266746
19125,"Marion, IA",2031862,2175693,2278809
19127,"Marshall, IA",1959300,1985818,2098147
19129,"Mills, IA",987645,983965,1012293
19131,"Mitchell, IA",1095568,1057725,1044181
19133,"Monona, IA",519757,518403,508321
19135,"Monroe, IA",417972,440098,447478
19137,"Montgomery, IA",520221,524838,544443
19139,"Muscatine, IA",2352710,2433815,2541892
19141,"O'Brien, IA",937444,902883,961824
19143,"Osceola, IA",399455,371368,407028
19145,"Page, IA",815472,821137,839229
19147,"Palo Alto, IA",596026,539983,577294
19149,"Plymouth, IA",1786171,1748810,1804839
19151,"Pocahontas, IA",477165,424141,427198
19153,"Polk, IA",31918500,34049556,36029709
19155,"Pottawattamie, IA",5189922,5465676,5876958
19157,"Poweshiek, IA",1044491,1056835,1116019
19159,"Ringgold, IA",277490,260816,281698
19161,"Sac, IA",784082,700243,717793
19163,"Scott, IA",10962033,11617662,12293269
19165,"Shelby, IA",777195,787959,794608
19167,"Sioux, IA",2501484,2392829,2659367
19169,"Story, IA",5264199,5548240,5780080
19171,"Tama, IA",981859,954808,961490
19173,"Taylor, IA",344033,328052,333963
19175,"Union, IA",603713,593856,643243
19177,"Van Buren, IA",366537,353678,363931
19179,"Wapello, IA",1625479,1662277,1734920
19181,"Warren, IA",3355160,3551708,3754565
19183,"Washington, IA",1850810,1814411,1913209
19185,"Wayne, IA",360478,355620,365358
19187,"Webster, IA",1965080,1981625,2047151
19189,"Winnebago, IA",597110,568180,606115
19191,"Winneshiek, IA",1230232,1250128,1312455
19193,"Woodbury, IA",5473086,5675691,5936056
19195,"Worth, IA",418386,420004,424598
19197,"Wright, IA",926057,852127,967735
20001,"Allen, KS",589737,623229,643958
20003,"Anderson, KS",393661,439294,444323
20005,"Atchison, KS",698181,740332,770911
20007,"Barber, KS",223890,244877,234854
20009,"Barton, KS",1398668,1462759,1518533
20011,"Bourbon, KS",672830,701342,715853
20013,"Brown, KS",482093,503387,525034
20015,"Butler, KS",3685959,3964114,4143197
20017,"Chase, KS",151147,173493,167167
20019,"Chautauqua, KS",146250,162089,163095
20021,"Cherokee, KS",1044262,1028692,1065313
20023,"Cheyenne, KS",164424,168920,162283
20025,"Clark, KS",104549,116296,120267
20027,"Clay, KS",395061,427674,434887
20029,"Cloud, KS",410594,470863,469556
20031,"Coffey, KS",466935,479894,486052
20033,"Comanche, KS",84932,102155,95463
20035,"Cowley, KS",1526877,1603273,1643176
20037,"Crawford, KS",1758576,1851002,1935957
20039,"Decatur, KS",186615,179728,180622
20041,"Dickinson, KS",890549,946386,962818
20043,"Doniphan, KS",366972,387308,408087
20045,"Douglas, KS",6400959,6793067,7160490
20047,"Edwards, KS",178022,203057,199835
20049,"Elk, KS",101947,118095,116456
20051,"Ellis, KS",1578829,1669522,1691847
20053,"Ellsworth, KS",298798,327608,321218
20055,"Finney, KS",1891307,1986956,2104375
20057,"Ford, KS",1609008,1618205,1663283
20059,"Franklin, KS",1276996,1352786,1406090
20061,"Geary, KS",1840250,1901331,1996454
20063,"Gove, KS",238914,279172,262879
20065,"Graham, KS",146268,177873,155195
20067,"Grant, KS",306987,403381,457958
20069,"Gray, KS",368658,440706,484780
20071,"Greeley, KS",139277,127062,155266
20073,"Greenwood, KS",276951,318790,319217
20075,"Hamilton, KS",228311,234147,253681
20077,"Harper, KS",322195,350776,339191
20079,"Harvey, KS",1719211,1830546,1894762
20081,"Haskell, KS",245068,323279,322865
20083,"Hodgeman, KS",104173,126141,128380
20085,"Jackson, KS",659864,708239,741527
20087,"Jefferson, KS",997364,1064491,1114808
20089,"Jewell, KS",152352,199292,182486
20091,"Johnson, KS",59774177,57287404,60330959
20093,"Kearny, KS",232827,262945,245000
20095,"Kingman, KS",382377,421509,405556
20097,"Kiowa, KS",117781,130323,123663
20099,"Labette, KS",978455,1021460,1054642
20101,"Lane, KS",127276,149142,131272
20103,"Leavenworth, KS",4200079,4435727,4688077
20105,"Lincoln, KS",143045,167790,152839
20107,"Linn, KS",468108,496283,503351
20109,"Logan, KS",180341,185246,187237
20111,"Lyon, KS",1507210,1598291,1637718
20113,"McPherson, KS",1782851,1932942,1990880
20115,"Marion, KS",556236,616382,613447
20117,"Marshall, KS",468603,495286,507883
20119,"Meade, KS",260584,292328,302816
20121,"Miami, KS",2099827,2222356,2336755
20123,"Mitchell, KS",378945,442366,427859
20125,"Montgomery, KS",1358237,1426034,1472023
20127,"Morris, KS",270015,300000,298087
20129,"Morton, KS",134861,164078,166049
20131,"Nemaha, KS",662820,714555,745519
20133,"Neosho, KS",728703,778347,798080
20135,"Ness, KS",174633,203213,184162
20137,"Norton, KS",292578,322252,306972
20139,"Osage, KS",782309,844585,864676
20141,"Osborne, KS",186173,227707,194080
20143,"Ottawa, KS",297067,322676,318821
20145,"Pawnee, KS",279945,309993,313316
20147,"Phillips, KS",296578,345451,345124
20149,"Pottawatomie, KS",1597845,1669917,1760332
20151,"Pratt, KS",503086,539573,547982
20153,"Rawlins, KS",218867,175142,182955
20155,"Reno, KS",2922348,3123300,3270121
20157,"Republic, KS",222219,256847,265432
20159,"Rice, KS",460477,531909,554468
20161,"Riley, KS",3639094,3833619,4051389
20163,"Rooks, KS",220507,261472,240841
20165,"Rush, KS",163752,199493,200955
20167,"Russell, KS",361595,407919,398810
20169,"Saline, KS",3033652,3186072,3342625
20171,"Scott, KS",300799,333769,359198
20173,"Sedgwick, KS",30350747,32311429,33935586
20175,"Seward, KS",993868,1010347,1033552
20177,"Shawnee, KS",9716503,10449183,10950842
20179,"Sheridan, KS",137796,154058,159969
20181,"Sherman, KS",320963,338279,330254
20183,"Smith, KS",205737,239657,220672
20185,"Stafford, KS",203707,237451,250501
20187,"Stanton, KS",168822,171374,157687
20189,"Stevens, KS",264393,296194,313249
20191,"Sumner, KS",1072505,1134112,1148121
20193,"Thomas, KS",443644,479803,498711
20195,"Trego, KS",167337,191293,165233
20197,"Wabaunsee, KS",392876,426108,442719
20199,"Wallace, KS",94687,93030,101931
20201,"Washington, KS",276016,308327,322800
20203,"Wichita, KS",111317,149046,156133
20205,"Wilson, KS",412831,438650,441544
20207,"Woodson, KS",137986,155507,152874
20209,"Wyandotte, KS",6583898,6906079,7264235
21001,"Adair, KY",792625,847207,902535
21003,"Allen, KY",869996,893754,944005
21005,"Anderson, KY",1117746,1199765,1265428
21007,"Ballard, KY",396073,419999,430972
21009,"Barren, KY",1931393,2014971,2125242
21011,"Bath, KY",494986,519203,547711
21013,"Bell, KY",938393,994385,1054066
21015,"Boone, KY",8196056,8725786,9252915
21017,"Bourbon, KY",1189868,1248481,1315625
21019,"Boyd, KY",2202761,2349761,2495278
21021,"Boyle, KY",1448612,1531288,1609438
21023,"Bracken, KY",376798,388114,418340
21025,"Breathitt, KY",524703,546015,584287
21027,"Breckinridge, KY",866729,898035,942644
21029,"Bullitt, KY",4319426,4601773,4837669
21031,"Butler, KY",535928,563581,589589
21033,"Caldwell, KY",557006,581008,603206
21035,"Calloway, KY",1667300,1767013,1858821
21037,"Campbell, KY",5886490,6228695,6575673
21039,"Carlisle, KY",263132,295668,302417
21041,"Carroll, KY",514406,533166,558918
21043,"Carter, KY",1024523,1078120,1134541
21045,"Casey, KY",639399,676917,710885
21047,"Christian, KY",3279929,3434309,3535763
21049,"Clark, KY",1806846,1914486,2017669
21051,"Clay, KY",760447,799751,843683
21053,"Clinton, KY",405880,414487,450505
21055,"Crittenden, KY",379580,403450,419774
21057,"Cumberland, KY",304100,329599,354117
21059,"Daviess, KY",5168323,5473123,5719898
21061,"Edmonson, KY",496060,517401,541387
21063,"Elliott, KY",201149,216304,231084
21065,"Estill, KY",565061,592656,627827
21067,"Fayette, KY",19919335,21537110,22752488
21069,"Fleming, KY",632388,642457,675637
21071,"Floyd, KY",1499829,1567083,1656032
21073,"Franklin, KY",2574820,2759109,2931060
21075,"Fulton, KY",268487,280878,284570
21077,"Gallatin, KY",385946,403097,415753
21079,"Garrard, KY",775903,825604,875533
21081,"Grant, KY",1162337,1215138,1286071
21083,"Graves, KY",1838972,1875387,1977547
21085,"Grayson, KY",1118043,1180574,1261907
21087,"Green, KY",478967,505208,536073
21089,"Greenup, KY",1691746,1806548,1910211
21091,"Hancock, KY",543030,534047,546172
21093,"Hardin, KY",5979742,6295018,6620544
21095,"Harlan, KY",970282,1021815,1092111
21097,"Harrison, KY",834161,883657,950071
21099,"Hart, KY",824352,886811,932073
21101,"Henderson, KY",2341357,2500038,2603492
21103,"Henry, KY",790232,843406,907543
21105,"Hickman, KY",259790,250088,259625
21107,"Hopkins, KY",2126864,2245313,2356339
21109,"Jackson, KY",487415,513064,548212
21111,"Jefferson, KY",49725054,53172643,56084877
21113,"Jessamine, KY",3190774,3431745,3634054
21115,"Johnson, KY",869998,924337,979256
21117,"Kenton, KY",11834591,12937785,13662043
21119,"Knott, KY",579602,603146,629768
21121,"Knox, KY",1108411,1167587,1228510
21123,"Larue, KY",641650,675101,698674
21125,"Laurel, KY",2542285,2673488,2839802
21127,"Lawrence, KY",618586,662915,703416
21129,"Lee, KY",249271,263175,278944
21131,"Leslie, KY",396645,410127,440938
21133,"Letcher, KY",827830,863519,903202
21135,"Lewis, KY",511011,527496,549825
21137,"Lincoln, KY",993642,1048851,1105136
21139,"Livingston, KY",412947,442064,461632
21141,"Logan, KY",1265164,1335110,1364227
21143,"Lyon, KY",378458,406970,427536
21145,"McCracken, KY",4093350,4583311,4793951
21147,"McCreary, KY",566399,596547,637208
21149,"McLean, KY",479271,456531,479207
21151,"Madison, KY",4319843,4620171,4923077
21153,"Magoffin, KY",473983,502260,538006
21155,"Marion, KY",875738,923321,977526
21157,"Marshall, KY",1560396,1679938,1779491
21159,"Martin, KY",355563,380386,409379
21161,"Mason, KY",827247,860481,907487
21163,"Meade, KY",1436749,1510197,1590878
21165,"Menifee, KY",254873,267766,280044
21167,"Mercer, KY",1032409,1096080,1168232
21169,"Metcalfe, KY",389331,403152,427008
21171,"Monroe, KY",504360,506440,538963
21173,"Montgomery, KY",1237505,1298217,1380474
21175,"Morgan, KY",462024,497822,544127
21177,"Muhlenberg, KY",1242260,1311788,1402430
21179,"Nelson, KY",2551980,2705559,2854731
21181,"Nicholas, KY",305952,321210,345394
21183,"Ohio, KY",969032,981329,1025948
21185,"Oldham, KY",5441637,5814794,6145346
21187,"Owen, KY",449582,472905,494388
21189,"Owsley, KY",185976,196602,206484
21191,"Pendleton, KY",682175,710897,746383
21193,"Perry, KY",1196393,1247853,1318695
21195,"Pike, KY",2512151,2667205,2809673
21197,"Powell, KY",503797,527742,559363
21199,"Pulaski, KY",3086682,3278680,3472007
21201,"Robertson, KY",92629,94981,102524
21203,"Rockcastle, KY",652995,687010,724207
21205,"Rowan, KY",931027,988518,1039391
21207,"Russell, KY",984680,1061473,1128199
21209,"Scott, KY",3198125,3426890,3631743
21211,"Shelby, KY",2850795,3055449,3230942
21213,"Simpson, KY",896352,941217,961598
21215,"Spencer, KY",1132859,1211633,1275755
21217,"Taylor, KY",1065304,1136335,1207961
21219,"Todd, KY",621777,642620,664323
21221,"Trigg, KY",667852,699120,724277
21223,"Trimble, KY",407266,431812,457528
21225,"Union, KY",650538,702860,715251
21227,"Warren, KY",6414847,6917434,7376605
21229,"Washington, KY",548594,600021,623460
21231,"Wayne, KY",725542,745350,794199
21233,"Webster, KY",651547,660257,686311
21235,"Whitley, KY",1559253,1662588,1782290
21237,"Wolfe, KY",286675,298925,322914
21239,"Woodford, KY",1735651,1820073,1919716
22001,"Acadia, LA",2622451,2778226,2910723
22003,"Allen, LA",965252,993447,1037302
22005,"Ascension, LA",7790525,8322940,8851254
22007,"Assumption, LA",1190334,1302929,1396258
22009,"Avoyelles, LA",1746047,1850159,1932482
22011,"Beauregard, LA",1852735,1952339,2043558
22013,"Bienville, LA",568493,600597,638997
22015,"Bossier, LA",6901413,7364658,7753706
22017,"Caddo, LA",13945292,14644214,15213699
22019,"Calcasieu, LA",10566107,11090042,11607619
22021,"Caldwell, LA",377520,400426,424632
22023,"Cameron, LA",314783,316535,327126
22025,"Catahoula, LA",378126,397877,397669
22027,"Claiborne, LA",593069,614028,641465
22029,"Concordia, LA",773252,781561,791859
22031,"De Soto, LA",1468205,1549708,1640688
22033,"East Baton Rouge, LA",28182728,30356900,32062854
22035,"East Carroll, LA",245060,250658,253286
22037,"East Feliciana, LA",905092,983360,1035722
22039,"Evangeline, LA",1296218,1376186,1423384
22041,"Franklin, LA",763937,828279,822373
22043,"Grant, LA",837829,864273,911019
22045,"Iberia, LA",3196173,3414917,3550353
22047,"Iberville, LA",1565236,1686050,1772634
22049,"Jackson, LA",635078,662450,701631
22051,"Jefferson, LA",25271061,26602084,28066808
22053,"Jefferson Davis, LA",1493507,1530927,1597479
22055,"Lafayette, LA",15352115,16690739,17675750
22057,"Lafourche, LA",5059661,5850015,6157068
22059,"LaSalle, LA",564679,597343,629140
22061,"Lincoln, LA",2328414,2454087,2588324
22063,"Livingston, LA",7274203,7709434,8193149
22065,"Madison, LA",395993,415886,416850
22067,"Morehouse, LA",1045543,1112052,1128935
22069,"Natchitoches, LA",1817931,1895030,1973143
22071,"Orleans, LA",23301272,24655613,25937882
22073,"Ouachita, LA",7417055,7831474,8202076
22075,"Plaquemines, LA",1267441,1348544,1419878
22077,"Pointe Coupee, LA",1163720,1238191,1306591
22079,"Rapides, LA",6787423,7074729,7401529
